timestamp,bpm,source
2026-01-21 23:31:31.800000+00:00,105,workout
2026-01-21 23:31:36.800000+00:00,104,workout
2026-01-21 23:31:41.800000+00:00,103,workout
2026-01-21 23:31:46.800000+00:00,103,workout
2026-01-21 23:31:51.800000+00:00,103,workout
2026-01-21 23:31:56.800000+00:00,103,workout
2026-01-21 23:32:01.800000+00:00,104,workout
2026-01-21 23:32:06.800000+00:00,104,workout
2026-01-21 23:32:11.800000+00:00,103,workout
2026-01-21 23:32:16.800000+00:00,103,workout
2026-01-21 23:32:21.800000+00:00,102,workout
2026-01-21 23:32:26.800000+00:00,101,workout
2026-01-21 23:32:31.800000+00:00,101,workout
2026-01-21 23:32:36.800000+00:00,101,workout
2026-01-21 23:32:41.800000+00:00,100,workout
2026-01-21 23:32:46.800000+00:00,100,workout
2026-01-21 23:32:51.800000+00:00,100,workout
2026-01-21 23:32:56.800000+00:00,99,workout
2026-01-21 23:33:01.800000+00:00,99,workout
2026-01-21 23:33:06.800000+00:00,99,workout
2026-01-21 23:33:11.800000+00:00,99,workout
2026-01-21 23:33:16.800000+00:00,99,workout
2026-01-21 23:33:21.800000+00:00,98,workout
2026-01-21 23:33:26.800000+00:00,98,workout
2026-01-21 23:33:31.800000+00:00,98,workout
2026-01-21 23:33:36.800000+00:00,98,workout
2026-01-21 23:33:41.800000+00:00,98,workout
2026-01-21 23:33:46.800000+00:00,98,workout
2026-01-21 23:33:51.800000+00:00,98,workout
2026-01-21 23:33:56.800000+00:00,98,workout
2026-01-21 23:34:01.800000+00:00,97,workout
2026-01-21 23:34:06.800000+00:00,97,workout
2026-01-21 23:34:11.800000+00:00,97,workout
2026-01-21 23:34:16.800000+00:00,97,workout
2026-01-21 23:34:21.800000+00:00,97,workout
2026-01-21 23:34:26.800000+00:00,96,workout
2026-01-21 23:34:31.800000+00:00,96,workout
2026-01-21 23:34:36.800000+00:00,94,workout
2026-01-21 23:34:41.800000+00:00,93,workout
2026-01-21 23:34:46.800000+00:00,92,workout
2026-01-21 23:34:51.800000+00:00,91,workout
2026-01-21 23:34:56.800000+00:00,91,workout
2026-01-21 23:35:01.800000+00:00,92,workout
2026-01-21 23:35:06.800000+00:00,92,workout
2026-01-21 23:35:11.800000+00:00,92,workout
2026-01-21 23:35:16.800000+00:00,93,workout
2026-01-21 23:35:21.800000+00:00,93,workout
2026-01-21 23:35:26.800000+00:00,92,workout
2026-01-21 23:35:31.800000+00:00,92,workout
2026-01-21 23:35:36.800000+00:00,92,workout
2026-01-21 23:35:41.800000+00:00,92,workout
2026-01-21 23:35:46.800000+00:00,92,workout
2026-01-21 23:35:51.800000+00:00,92,workout
2026-01-21 23:35:56.800000+00:00,92,workout
2026-01-21 23:36:01.800000+00:00,92,workout
2026-01-21 23:36:06.800000+00:00,92,workout
2026-01-21 23:36:11.800000+00:00,91,workout
2026-01-21 23:36:16.800000+00:00,91,workout
2026-01-21 23:36:21.800000+00:00,90,workout
2026-01-21 23:36:26.800000+00:00,89,workout
2026-01-21 23:36:31.800000+00:00,89,workout
2026-01-21 23:36:36.800000+00:00,89,workout
2026-01-21 23:36:41.800000+00:00,89,workout
2026-01-21 23:36:46.800000+00:00,89,workout
2026-01-21 23:36:51.800000+00:00,88,workout
2026-01-21 23:36:56.800000+00:00,88,workout
2026-01-21 23:37:01.800000+00:00,87,workout
2026-01-21 23:37:06.800000+00:00,87,workout
2026-01-21 23:37:11.800000+00:00,87,workout
2026-01-21 23:37:16.800000+00:00,87,workout
2026-01-21 23:37:21.800000+00:00,87,workout
2026-01-21 23:37:26.800000+00:00,86,workout
2026-01-21 23:37:31.800000+00:00,84,workout
2026-01-21 23:37:36.800000+00:00,83,workout
2026-01-21 23:37:41.800000+00:00,83,workout
2026-01-21 23:37:46.800000+00:00,83,workout
2026-01-21 23:37:51.800000+00:00,84,workout
2026-01-21 23:37:56.800000+00:00,85,workout
2026-01-21 23:38:01.800000+00:00,85,workout
2026-01-21 23:38:06.800000+00:00,85,workout
2026-01-21 23:38:11.800000+00:00,84,workout
2026-01-21 23:38:16.800000+00:00,83,workout
2026-01-21 23:38:21.800000+00:00,82,workout
2026-01-21 23:38:26.800000+00:00,83,workout
2026-01-21 23:38:31.800000+00:00,83,workout
2026-01-21 23:38:36.800000+00:00,83,workout
2026-01-21 23:38:41.800000+00:00,82,workout
2026-01-21 23:38:46.800000+00:00,82,workout
2026-01-21 23:38:51.800000+00:00,81,workout
2026-01-21 23:38:56.800000+00:00,80,workout
2026-01-21 23:39:01.800000+00:00,79,workout
2026-01-21 23:39:06.800000+00:00,78,workout
2026-01-21 23:39:11.800000+00:00,77,workout
2026-01-21 23:39:16.800000+00:00,76,workout
2026-01-21 23:39:21.800000+00:00,74,workout
2026-01-21 23:39:26.800000+00:00,73,workout
2026-01-21 23:39:31.800000+00:00,72,workout
2026-01-21 23:39:36.800000+00:00,72,workout
2026-01-21 23:39:41.800000+00:00,73,workout
2026-01-21 23:39:46.800000+00:00,74,workout
2026-01-21 23:39:51.800000+00:00,75,workout
2026-01-21 23:39:56.800000+00:00,76,workout
2026-01-21 23:40:01.800000+00:00,77,workout
2026-01-21 23:40:06.800000+00:00,77,workout
2026-01-21 23:40:11.800000+00:00,77,workout
2026-01-21 23:40:16.800000+00:00,78,workout
2026-01-21 23:42:32+00:00,71,awake
2026-01-21 23:42:42+00:00,73,awake
2026-01-21 23:44:07+00:00,75,awake
2026-01-22 00:03:38+00:00,66,awake
2026-01-22 00:03:40+00:00,67,awake
2026-01-22 00:03:41+00:00,69,awake
2026-01-22 00:08:03+00:00,68,awake
2026-01-22 00:08:07+00:00,69,awake
2026-01-22 00:08:09+00:00,71,awake
2026-01-22 00:20:29+00:00,70,awake
2026-01-22 00:20:32+00:00,75,awake
2026-01-22 00:21:24+00:00,72,awake
2026-01-22 00:25:54+00:00,74,awake
2026-01-22 00:26:37+00:00,73,awake
2026-01-22 00:26:44+00:00,76,awake
2026-01-22 00:29:14+00:00,76,awake
2026-01-22 00:29:16+00:00,72,awake
2026-01-22 00:29:35+00:00,70,awake
2026-01-22 01:10:40+00:00,73,awake
2026-01-22 01:10:54+00:00,71,awake
2026-01-22 01:12:10+00:00,77,awake
2026-01-22 01:20:35+00:00,78,awake
2026-01-22 01:20:40+00:00,68,awake
2026-01-22 01:20:51+00:00,74,awake
2026-01-22 01:31:04+00:00,73,awake
2026-01-22 01:31:06+00:00,71,awake
2026-01-22 01:31:09+00:00,76,awake
2026-01-22 02:01:20+00:00,76,awake
2026-01-22 02:01:26+00:00,74,awake
2026-01-22 02:01:27+00:00,73,awake
2026-01-22 02:40:47+00:00,69,awake
2026-01-22 02:40:50+00:00,66,awake
2026-01-22 02:40:51+00:00,71,awake
2026-01-22 02:49:19+00:00,74,awake
2026-01-22 02:49:36+00:00,70,awake
2026-01-22 02:49:43+00:00,68,awake
2026-01-22 02:56:40+00:00,74,awake
2026-01-22 02:56:55+00:00,70,awake
2026-01-22 02:56:58+00:00,77,awake
2026-01-22 03:01:34+00:00,73,awake
2026-01-22 03:01:43+00:00,76,awake
2026-01-22 03:01:44+00:00,70,awake
2026-01-22 03:06:11+00:00,125,awake
2026-01-22 03:06:16+00:00,121,awake
2026-01-22 03:06:20+00:00,126,awake
2026-01-22 03:15:48+00:00,79,awake
2026-01-22 03:15:50+00:00,71,awake
2026-01-22 03:16:13+00:00,73,awake
2026-01-22 03:24:57.400000+00:00,118,workout
2026-01-22 03:25:02.400000+00:00,115,workout
2026-01-22 03:25:07.400000+00:00,113,workout
2026-01-22 03:25:12.400000+00:00,110,workout
2026-01-22 03:25:17.400000+00:00,106,workout
2026-01-22 03:25:22.400000+00:00,102,workout
2026-01-22 03:25:27.400000+00:00,97,workout
2026-01-22 03:25:32.400000+00:00,93,workout
2026-01-22 03:25:37.400000+00:00,91,workout
2026-01-22 03:25:42.400000+00:00,88,workout
2026-01-22 03:25:47.400000+00:00,85,workout
2026-01-22 03:25:52.400000+00:00,80,workout
2026-01-22 03:25:57.400000+00:00,78,workout
2026-01-22 03:26:02.400000+00:00,77,workout
2026-01-22 03:26:07.400000+00:00,75,workout
2026-01-22 03:26:12.400000+00:00,74,workout
2026-01-22 03:26:17.400000+00:00,73,workout
2026-01-22 03:26:22.400000+00:00,72,workout
2026-01-22 03:26:27.400000+00:00,72,workout
2026-01-22 03:26:32.400000+00:00,72,workout
2026-01-22 03:26:37.400000+00:00,72,workout
2026-01-22 03:26:42.400000+00:00,72,workout
2026-01-22 03:26:47.400000+00:00,71,workout
2026-01-22 03:26:52.400000+00:00,71,workout
2026-01-22 03:26:57.400000+00:00,71,workout
2026-01-22 03:27:02.400000+00:00,70,workout
2026-01-22 03:27:07.400000+00:00,70,workout
2026-01-22 03:27:12.400000+00:00,69,workout
2026-01-22 03:27:17.400000+00:00,68,workout
2026-01-22 03:27:22.400000+00:00,67,workout
2026-01-22 03:27:27.400000+00:00,67,workout
2026-01-22 03:27:32.400000+00:00,67,workout
2026-01-22 03:27:37.400000+00:00,68,workout
2026-01-22 03:27:42.400000+00:00,68,workout
2026-01-22 03:27:47.400000+00:00,68,workout
2026-01-22 03:27:52.400000+00:00,66,workout
2026-01-22 03:27:57.400000+00:00,65,workout
2026-01-22 03:28:02.400000+00:00,65,workout
2026-01-22 03:28:07.400000+00:00,65,workout
2026-01-22 03:28:12.400000+00:00,65,workout
2026-01-22 03:28:17.400000+00:00,65,workout
2026-01-22 03:28:22.400000+00:00,66,workout
2026-01-22 03:28:27.400000+00:00,66,workout
2026-01-22 03:28:32.400000+00:00,65,workout
2026-01-22 03:28:37.400000+00:00,64,workout
2026-01-22 03:28:42.400000+00:00,64,workout
2026-01-22 03:28:47.400000+00:00,65,workout
2026-01-22 03:28:52.400000+00:00,65,workout
2026-01-22 03:28:57.400000+00:00,65,workout
2026-01-22 03:29:02.400000+00:00,65,workout
2026-01-22 03:29:07.400000+00:00,65,workout
2026-01-22 03:29:12.400000+00:00,65,workout
2026-01-22 03:29:17.400000+00:00,65,workout
2026-01-22 03:34:47+00:00,72,awake
2026-01-22 03:34:52+00:00,68,awake
2026-01-22 03:35:10+00:00,74,awake
2026-01-22 03:37:31+00:00,72,awake
2026-01-22 03:37:34+00:00,69,awake
2026-01-22 03:37:42+00:00,75,awake
2026-01-22 03:42:40+00:00,71,awake
2026-01-22 03:42:41+00:00,67,awake
2026-01-22 03:42:49+00:00,69,awake
2026-01-22 03:49:47+00:00,73,awake
2026-01-22 03:50:41+00:00,69,awake
2026-01-22 03:51:01+00:00,66,awake
2026-01-22 03:54:45+00:00,72,awake
2026-01-22 03:54:59+00:00,66,awake
2026-01-22 03:55:00+00:00,69,awake
2026-01-22 04:00:20+00:00,73,awake
2026-01-22 04:00:22+00:00,77,awake
2026-01-22 04:01:29+00:00,75,awake
2026-01-22 04:04:51+00:00,75,awake
2026-01-22 04:05:44+00:00,78,awake
2026-01-22 04:06:14+00:00,72,awake
2026-01-22 04:10:26+00:00,75,awake
2026-01-22 04:11:10+00:00,77,awake
2026-01-22 04:11:35+00:00,79,awake
2026-01-22 04:15:26+00:00,74,awake
2026-01-22 04:16:04+00:00,76,awake
2026-01-22 04:16:11+00:00,78,awake
2026-01-22 04:22:33+00:00,76,awake
2026-01-22 04:22:34+00:00,72,awake
2026-01-22 04:22:37+00:00,73,awake
2026-01-22 04:31:57.300000+00:00,97,workout
2026-01-22 04:32:02.300000+00:00,96,workout
2026-01-22 04:32:07.300000+00:00,96,workout
2026-01-22 04:32:12.300000+00:00,96,workout
2026-01-22 04:32:17.300000+00:00,96,workout
2026-01-22 04:32:22.300000+00:00,96,workout
2026-01-22 04:32:27.300000+00:00,96,workout
2026-01-22 04:32:32.300000+00:00,96,workout
2026-01-22 04:32:37.300000+00:00,96,workout
2026-01-22 04:32:42.300000+00:00,95,workout
2026-01-22 04:32:47.300000+00:00,94,workout
2026-01-22 04:32:52.300000+00:00,94,workout
2026-01-22 04:32:57.300000+00:00,94,workout
2026-01-22 04:33:02.300000+00:00,95,workout
2026-01-22 04:33:07.300000+00:00,96,workout
2026-01-22 04:33:12.300000+00:00,96,workout
2026-01-22 04:33:17.300000+00:00,96,workout
2026-01-22 04:33:22.300000+00:00,97,workout
2026-01-22 04:33:27.300000+00:00,97,workout
2026-01-22 04:33:32.300000+00:00,97,workout
2026-01-22 04:33:37.300000+00:00,97,workout
2026-01-22 04:33:42.300000+00:00,97,workout
2026-01-22 04:33:47.300000+00:00,97,workout
2026-01-22 04:33:52.300000+00:00,97,workout
2026-01-22 04:33:57.300000+00:00,98,workout
2026-01-22 04:34:02.300000+00:00,98,workout
2026-01-22 04:34:07.300000+00:00,97,workout
2026-01-22 04:34:12.300000+00:00,97,workout
2026-01-22 04:34:17.300000+00:00,98,workout
2026-01-22 04:34:22.300000+00:00,98,workout
2026-01-22 04:34:27.300000+00:00,98,workout
2026-01-22 04:34:32.300000+00:00,96,workout
2026-01-22 04:34:37.300000+00:00,95,workout
2026-01-22 04:34:42.300000+00:00,94,workout
2026-01-22 04:34:47.300000+00:00,94,workout
2026-01-22 04:34:52.300000+00:00,94,workout
2026-01-22 04:34:57.300000+00:00,93,workout
2026-01-22 04:35:02.300000+00:00,93,workout
2026-01-22 04:35:07.300000+00:00,93,workout
2026-01-22 04:35:12.300000+00:00,92,workout
2026-01-22 04:35:17.300000+00:00,92,workout
2026-01-22 04:35:22.300000+00:00,92,workout
2026-01-22 04:35:27.300000+00:00,91,workout
2026-01-22 04:35:32.300000+00:00,89,workout
2026-01-22 04:35:37.300000+00:00,87,workout
2026-01-22 04:35:40+00:00,92,awake
2026-01-22 04:35:42.300000+00:00,86,workout
2026-01-22 04:35:47.300000+00:00,86,workout
2026-01-22 04:35:52.300000+00:00,86,workout
2026-01-22 04:35:57.300000+00:00,86,workout
2026-01-22 04:36:02+00:00,89,awake
2026-01-22 04:36:02.300000+00:00,86,workout
2026-01-22 04:36:07.300000+00:00,86,workout
2026-01-22 04:36:10+00:00,88,awake
2026-01-22 04:36:12.300000+00:00,86,workout
2026-01-22 04:36:17.300000+00:00,86,workout
2026-01-22 04:36:22.300000+00:00,85,workout
2026-01-22 04:36:27.300000+00:00,85,workout
2026-01-22 04:36:32.300000+00:00,86,workout
2026-01-22 04:36:37.300000+00:00,88,workout
2026-01-22 04:36:42.300000+00:00,88,workout
2026-01-22 04:36:47.300000+00:00,89,workout
2026-01-22 04:36:52.300000+00:00,89,workout
2026-01-22 04:36:57.300000+00:00,89,workout
2026-01-22 04:37:02.300000+00:00,90,workout
2026-01-22 04:37:07.300000+00:00,90,workout
2026-01-22 04:37:12.300000+00:00,91,workout
2026-01-22 04:37:17.300000+00:00,91,workout
2026-01-22 04:45:02+00:00,86,awake
2026-01-22 04:45:06+00:00,76,awake
2026-01-22 04:45:33+00:00,81,awake
2026-01-22 04:47:20+00:00,48,awake
2026-01-22 04:47:44+00:00,76,awake
2026-01-22 04:47:52+00:00,73,awake
2026-01-22 04:52:33+00:00,75,awake
2026-01-22 04:52:36+00:00,73,awake
2026-01-22 04:52:46+00:00,76,awake
2026-01-22 04:54:43+00:00,69,awake
2026-01-22 04:54:56+00:00,73,awake
2026-01-22 04:54:57+00:00,69,awake
2026-01-22 04:57:21+00:00,76,awake
2026-01-22 04:57:26+00:00,69,awake
2026-01-22 04:58:44+00:00,71,awake
2026-01-22 05:03:03+00:00,64,awake
2026-01-22 05:03:52+00:00,65,awake
2026-01-22 05:04:33+00:00,67,awake
2026-01-22 05:12:28+00:00,71,rest
2026-01-22 05:21:42+00:00,71,rest
2026-01-22 05:26:42+00:00,69,rest
2026-01-22 05:31:42+00:00,72,rest
2026-01-22 05:36:42+00:00,74,rest
2026-01-22 05:41:42+00:00,70,rest
2026-01-22 05:46:42+00:00,68,rest
2026-01-22 05:47:28+00:00,68,rest
2026-01-22 05:52:28+00:00,64,rest
2026-01-22 05:57:28+00:00,65,rest
2026-01-22 06:02:28+00:00,67,rest
2026-01-22 06:07:28+00:00,70,rest
2026-01-22 06:34:23+00:00,63,awake
2026-01-22 06:34:37+00:00,65,awake
2026-01-22 06:34:40+00:00,68,awake
2026-01-22 06:39:17+00:00,64,awake
2026-01-22 06:39:19+00:00,61,awake
2026-01-22 06:39:51+00:00,66,awake
2026-01-22 06:41:13+00:00,64,awake
2026-01-22 06:41:16+00:00,67,awake
2026-01-22 06:41:23+00:00,61,awake
2026-01-22 06:45:56+00:00,72,awake
2026-01-22 06:45:59+00:00,70,awake
2026-01-22 06:48:10+00:00,79,awake
2026-01-22 06:48:13+00:00,75,awake
2026-01-22 06:48:39+00:00,76,awake
2026-01-22 06:53:58+00:00,74,awake
2026-01-22 06:53:59+00:00,73,awake
2026-01-22 06:54:00+00:00,71,awake
2026-01-22 06:55:30+00:00,68,awake
2026-01-22 06:55:41+00:00,75,awake
2026-01-22 06:56:17+00:00,71,awake
2026-01-22 07:00:37+00:00,64,awake
2026-01-22 07:01:22+00:00,72,awake
2026-01-22 07:02:10+00:00,67,awake
2026-01-22 07:06:16+00:00,74,awake
2026-01-22 07:06:25+00:00,68,awake
2026-01-22 07:07:02+00:00,68,awake
2026-01-22 07:08:26+00:00,67,awake
2026-01-22 07:08:27+00:00,70,awake
2026-01-22 07:08:29+00:00,71,awake
2026-01-22 07:10:52+00:00,71,awake
2026-01-22 07:11:24+00:00,64,awake
2026-01-22 07:11:25+00:00,63,awake
2026-01-22 07:14:13+00:00,71,awake
2026-01-22 07:14:22+00:00,73,awake
2026-01-22 07:14:23+00:00,69,awake
2026-01-22 07:21:21+00:00,81,awake
2026-01-22 07:22:02+00:00,73,awake
2026-01-22 07:22:07+00:00,75,awake
2026-01-22 07:24:01+00:00,75,awake
2026-01-22 07:24:20+00:00,76,awake
2026-01-22 07:24:22+00:00,79,awake
2026-01-22 07:26:11+00:00,71,awake
2026-01-22 07:26:15+00:00,74,awake
2026-01-22 07:26:16+00:00,76,awake
2026-01-22 07:31:39+00:00,64,awake
2026-01-22 07:31:58+00:00,67,awake
2026-01-22 07:32:53+00:00,74,awake
2026-01-22 07:37:16+00:00,68,awake
2026-01-22 07:38:01+00:00,74,awake
2026-01-22 07:38:22+00:00,70,awake
2026-01-22 07:42:26+00:00,74,awake
2026-01-22 07:42:29+00:00,70,awake
2026-01-22 07:43:03+00:00,76,awake
2026-01-22 07:48:10+00:00,78,awake
2026-01-22 07:48:20+00:00,75,awake
2026-01-22 07:48:23+00:00,72,awake
2026-01-22 07:52:22+00:00,74,awake
2026-01-22 07:52:27+00:00,79,awake
2026-01-22 07:52:40+00:00,76,awake
2026-01-22 07:57:51+00:00,66,awake
2026-01-22 07:57:58+00:00,74,awake
2026-01-22 07:58:01+00:00,71,awake
2026-01-22 08:00:13+00:00,73,awake
2026-01-22 08:00:37+00:00,70,awake
2026-01-22 08:00:50+00:00,75,awake
2026-01-22 08:02:17+00:00,75,awake
2026-01-22 08:02:29+00:00,78,awake
2026-01-22 08:03:34+00:00,81,awake
2026-01-22 08:07:30+00:00,74,awake
2026-01-22 08:07:53+00:00,68,awake
2026-01-22 08:09:15+00:00,71,awake
2026-01-22 08:16:46+00:00,66,awake
2026-01-22 08:16:49+00:00,73,awake
2026-01-22 08:16:50+00:00,69,awake
2026-01-22 08:18:43+00:00,74,awake
2026-01-22 08:18:51+00:00,71,awake
2026-01-22 08:18:57+00:00,68,awake
2026-01-22 08:23:44+00:00,70,awake
2026-01-22 08:23:52+00:00,67,awake
2026-01-22 08:24:39+00:00,72,awake
2026-01-22 08:29:49+00:00,61,awake
2026-01-22 08:30:49+00:00,67,awake
2026-01-22 08:35:02+00:00,72,awake
2026-01-22 08:35:27+00:00,64,awake
2026-01-22 08:35:57+00:00,67,awake
2026-01-22 08:41:01+00:00,65,awake
2026-01-22 08:41:10+00:00,70,awake
2026-01-22 08:41:28+00:00,62,awake
2026-01-22 08:46:42+00:00,80,awake
2026-01-22 08:46:51+00:00,76,awake
2026-01-22 08:47:08+00:00,70,awake
2026-01-22 08:50:55+00:00,65,awake
2026-01-22 08:51:34+00:00,72,awake
2026-01-22 08:52:13+00:00,68,awake
2026-01-22 08:56:28+00:00,67,awake
2026-01-22 08:56:47+00:00,71,awake
2026-01-22 08:57:29+00:00,63,awake
2026-01-22 09:01:03+00:00,78,awake
2026-01-22 09:01:05+00:00,65,awake
2026-01-22 09:01:12+00:00,73,awake
2026-01-22 09:04:04+00:00,59,awake
2026-01-22 09:04:07+00:00,66,awake
2026-01-22 09:04:22+00:00,61,awake
2026-01-22 09:08:27+00:00,66,awake
2026-01-22 09:08:40+00:00,69,awake
2026-01-22 09:08:53+00:00,63,awake
2026-01-22 09:14:32+00:00,69,awake
2026-01-22 09:14:33+00:00,72,awake
2026-01-22 09:14:34+00:00,77,awake
2026-01-22 09:16:25+00:00,62,awake
2026-01-22 09:17:20+00:00,65,awake
2026-01-22 09:17:35+00:00,69,awake
2026-01-22 09:32:29+00:00,67,rest
2026-01-22 10:09:44+00:00,80,awake
2026-01-22 10:09:56+00:00,84,awake
2026-01-22 10:10:34+00:00,74,awake
2026-01-22 10:15:40+00:00,68,awake
2026-01-22 10:16:20+00:00,72,awake
2026-01-22 10:16:41+00:00,64,awake
2026-01-22 10:21:29+00:00,61,awake
2026-01-22 10:21:41+00:00,63,awake
2026-01-22 10:21:43+00:00,66,awake
2026-01-22 10:26:01+00:00,64,awake
2026-01-22 10:26:29+00:00,67,awake
2026-01-22 10:27:06+00:00,61,awake
2026-01-22 10:27:29+00:00,64,rest
2026-01-22 10:45:23+00:00,58,awake
2026-01-22 10:45:36+00:00,62,awake
2026-01-22 10:45:47+00:00,56,awake
2026-01-22 10:53:05+00:00,78,awake
2026-01-22 10:53:09+00:00,73,awake
2026-01-22 10:53:14+00:00,76,awake
2026-01-22 10:55:24+00:00,64,awake
2026-01-22 10:55:47+00:00,62,awake
2026-01-22 10:56:19+00:00,67,awake
2026-01-22 11:02:02+00:00,71,awake
2026-01-22 11:02:03+00:00,69,awake
2026-01-22 11:02:06+00:00,67,awake
2026-01-22 11:06:11+00:00,61,awake
2026-01-22 11:06:12+00:00,69,awake
2026-01-22 11:06:16+00:00,64,awake
2026-01-22 11:22:43+00:00,63,rest
2026-01-22 11:27:43+00:00,67,rest
2026-01-22 11:32:43+00:00,66,rest
2026-01-22 11:37:43+00:00,67,rest
2026-01-22 11:42:43+00:00,67,rest
2026-01-22 11:47:43+00:00,67,rest
2026-01-22 11:52:43+00:00,71,rest
2026-01-22 11:57:43+00:00,73,rest
2026-01-22 12:02:43+00:00,71,rest
2026-01-22 12:07:43+00:00,70,rest
2026-01-22 12:12:43+00:00,63,rest
2026-01-22 12:17:43+00:00,62,rest
2026-01-22 12:22:43+00:00,61,rest
2026-01-22 12:27:43+00:00,60,rest
2026-01-22 12:32:43+00:00,61,rest
2026-01-22 12:37:43+00:00,61,rest
2026-01-22 12:42:43+00:00,61,rest
2026-01-22 12:47:43+00:00,61,rest
2026-01-22 12:52:43+00:00,61,rest
2026-01-22 12:57:43+00:00,61,rest
2026-01-22 13:02:43+00:00,60,rest
2026-01-22 13:07:43+00:00,60,rest
2026-01-22 13:12:43+00:00,59,rest
2026-01-22 13:17:43+00:00,60,rest
2026-01-22 13:22:43+00:00,58,rest
2026-01-22 13:27:43+00:00,63,rest
2026-01-22 13:32:43+00:00,62,rest
2026-01-22 13:37:43+00:00,62,rest
